
 JHON_SOPORTE,2023:48:04/03/23:,19:48:02
 JHON_SOPORTE,2023:48:04/03/23:,19:48:02
 JHON_SOPORTE,2023:48:04/03/23:,19:48:03
 JHON_SOPORTE,2023:48:04/03/23:,19:48:03
 JHON_SOPORTE,2023:48:04/03/23:,19:48:04
 JHON_SOPORTE,2023:48:04/03/23:,19:48:04
 JHON_SOPORTE,2023:48:04/03/23:,19:48:05
 JHON_SOPORTE,2023:48:04/03/23:,19:48:05
 JHON_SOPORTE,2023:48:04/03/23:,19:48:06
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:23
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:23
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:24
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:24
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:25
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:25
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:26
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:26
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:27
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:27
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:28
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:28
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:29
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:29
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:30
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:30
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:31
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:31
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:32
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:32
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:33
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:33
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:34
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:34
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:35
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:36
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:36
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:37
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:37
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:38
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:38
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:39
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:39
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:40
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:40
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:43
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:44
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:44
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:45
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:45
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:46
 LIDER _SISTEMAS,2023:59:04/03/23:,20:59:47
 LIDER _SISTEMAS,2023:59:04/03/23:,20:59:47
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:47
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:48
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:48
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:49
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:49
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:50
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:50
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:51
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:51
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:52
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:52
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:53
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:53
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:54
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:54
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:55
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:55
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:56
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:56
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:57
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:57
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:58
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:58
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:59
 LIDER_SISTEMAS,2023:59:04/03/23:,20:59:59
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:00
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:00
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:00
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:01
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:01
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:02
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:02
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:03
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:03
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:04
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:04
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:05
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:05
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:06
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:06
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:07
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:07
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:09
 LIDER _SISTEMAS,2023:00:04/03/23:,21:00:09
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:13
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:16
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:19
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:22
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:24
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:27
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:29
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:31
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:33
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:34
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:36
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:38
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:39
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:41
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:44
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:46
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:49
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:50
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:52
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:54
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:55
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:57
 LIDER_SISTEMAS,2023:00:04/03/23:,21:00:58
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:00
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:01
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:03
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:04
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:06
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:08
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:09
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:10
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:12
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:13
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:14
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:16
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:17
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:18
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:19
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:21
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:22
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:23
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:25
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:26
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:28
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:29
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:30
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:31
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:32
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:34
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:35
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:36
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:37
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:38
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:39
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:40
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:41
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:42
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:44
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:45
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:46
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:47
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:49
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:50
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:51
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:51
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:52
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:53
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:53
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:54
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:55
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:56
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:57
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:58
 LIDER_SISTEMAS,2023:01:04/03/23:,21:01:59
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:00
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:01
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:02
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:03
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:04
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:05
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:06
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:28
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:29
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:31
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:32
 LIDER _SISTEMAS,2023:02:04/03/23:,21:02:34
 LIDER _SISTEMAS,2023:02:04/03/23:,21:02:34
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:35
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:36
 LIDER _SISTEMAS,2023:02:04/03/23:,21:02:38
 LIDER _SISTEMAS,2023:02:04/03/23:,21:02:38
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:47
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:47
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:48
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:48
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:49
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:49
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:50
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:50
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:51
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:52
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:52
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:53
 LIDER_SISTEMAS,2023:02:04/03/23:,21:02:53
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:28
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:29
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:31
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:31
 LIDER_SISTEMAS,2023:48:04/04/23:,07:48:32
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:33
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:35
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:35
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:36
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:36
 LIDER_SISTEMAS,2023:48:04/04/23:,07:48:37
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:39
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:40
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:40
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:41
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:41
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:42
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:43
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:43
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:44
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:46
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:46
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:47
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:48
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:48
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:49
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:49
 LIDER_SISTEMAS,2023:48:04/04/23:,07:48:50
 LIDER_SISTEMAS,2023:48:04/04/23:,07:48:53
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:54
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:54
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:55
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:55
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:56
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:57
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:57
 LIDER _SISTEMAS,2023:48:04/04/23:,07:48:58
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:00
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:01
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:01
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:02
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:02
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:03
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:04
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:04
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:05
 LIDER_SISTEMAS,2023:49:04/04/23:,07:49:05
 LIDER_SISTEMAS,2023:49:04/04/23:,07:49:06
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:06
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:07
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:07
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:08
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:08
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:09
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:09
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:10
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:10
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:11
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:11
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:12
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:12
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:13
 LIDER_SISTEMAS,2023:49:04/04/23:,07:49:13
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:14
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:16
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:16
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:17
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:17
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:18
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:18
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:19
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:19
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:20
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:20
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:21
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:21
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:22
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:22
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:23
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:23
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:24
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:24
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:25
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:25
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:26
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:26
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:28
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:28
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:29
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:29
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:30
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:31
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:31
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:32
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:32
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:33
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:33
 LIDER_SISTEMAS,2023:49:04/04/23:,07:49:34
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:34
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:35
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:35
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:36
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:36
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:36
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:37
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:37
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:38
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:39
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:39
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:39
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:40
 LIDER_SISTEMAS,2023:49:04/04/23:,07:49:40
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:41
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:41
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:42
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:42
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:43
 LIDER _SISTEMAS,2023:49:04/04/23:,07:49:43
